ID;CLASS;EVENTS
158;0;2 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 92 94 99 102 105 108 109 112 117 120 123 126
159;0;3 6 9 12 15 18 20 22 26 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 110 114 117 120 123 126
160;1;3 6 9 12 15 18 19 23 27 30 33 36 38 40 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
161;0;1 5 7 11 15 18 20 24 27 30 33 36 39 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
162;0;2 5 7 11 15 18 19 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
163;0;3 6 9 12 15 18 19 23 26 28 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 116 120 123 126
164;1;3 6 9 12 15 18 19 23 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 73 77 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
165;0;3 6 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 56 58 62 66 69 72 75 78 81 84 87 90 92 94 97 102 105 108 111 114 117 120 123 126
166;2;1 5 8 12 15 18 21 24 27 30 33 36 38 41 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 112 117 120 123 126
167;0;1 4 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 97 102 105 108 110 112 116 120 123 126
168;0;2 5 9 12 15 18 20 22 26 28 33 36 37 42 45 48 51 54 57 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
169;1;2 6 9 12 15 18 21 24 27 30 33 36 38 40 43 47 51 54 55 58 62 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
170;0;3 6 9 12 15 18 21 24 27 30 33 36 37 41 43 46 50 53 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
171;0;3 6 9 12 15 18 21 24 27 30 33 36 38 40 44 48 51 54 55 60 63 66 69 72 73 78 81 84 87 90 91 95 99 102 105 108 110 114 117 120 123 126
172;1;1 5 9 12 15 18 21 24 27 30 33 36 37 41 43 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
173;0;3 6 9 12 15 18 20 22 26 30 33 36 38 42 45 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
174;0;1 4 9 12 15 18 20 22 27 30 33 36 38 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
175;0;3 6 9 12 15 18 19 24 27 30 33 36 38 40 43 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 113 117 120 123 126
176;1;2 4 7 11 15 18 21 24 27 30 33 36 37 42 45 48 51 54 55 59 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
177;2;1 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 110 112 115 119 121 126
178;0;2 4 8 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 109 113 117 120 123 126
179;0;3 6 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 56 58 61 65 68 72 73 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
180;0;2 6 9 12 15 18 19 23 25 28 31 35 39 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
181;1;1 6 9 12 15 18 19 23 26 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 97 102 105 108 111 114 117 120 123 126
182;0;2 4 8 12 15 18 21 24 27 30 33 36 37 40 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
183;0;1 6 9 12 15 18 20 22 25 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
184;1;3 6 9 12 15 18 21 24 27 30 33 36 38 41 45 48 51 54 55 58 62 66 69 72 73 76 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
185;0;1 4 8 11 15 18 20 22 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
186;0;2 6 9 12 15 18 19 22 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
187;2;1 6 9 12 15 18 19 23 26 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 115 119 123 126
188;0;3 6 9 12 15 18 19 24 27 30 33 36 38 40 45 48 51 54 56 58 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
189;1;1 4 8 12 15 18 20 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
190;0;3 6 9 12 15 18 19 22 27 30 33 36 38 40 45 48 51 54 55 59 63 66 69 72 74 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
191;0;1 5 8 12 15 18 19 22 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 80 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
192;0;1 4 8 12 15 18 21 24 27 30 33 36 38 40 43 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
193;1;3 6 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 97 102 105 108 109 113 115 120 123 126
194;0;3 6 9 12 15 18 21 24 27 30 33 36 37 41 43 47 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 112 116 120 123 126
195;0;1 6 9 12 15 18 20 24 27 30 33 36 38 42 45 48 51 54 55 58 61 65 68 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
196;1;1 4 7 11 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
197;0;1 5 7 10 14 16 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
198;2;2 4 8 10 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 99 102 105 108 109 114 117 120 123 126
199;0;3 6 9 12 15 18 19 23 26 28 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 98 102 105 108 109 114 117 120 123 126
200;0;2 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 77 79 83 87 90 93 96 99 102 105 108 109 112 117 120 123 126
201;1;3 6 9 12 15 18 19 23 25 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 110 112 117 120 123 126
202;0;2 5 9 12 15 18 20 22 25 29 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
203;0;2 4 8 10 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
204;0;1 4 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 77 80 82 87 90 93 96 99 102 105 108 110 114 117 120 123 126
205;1;1 6 9 12 15 18 21 24 27 30 33 36 37 40 45 48 51 54 56 59 63 66 69 72 73 77 80 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
206;0;3 6 9 12 15 18 20 24 27 30 33 36 37 41 44 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
207;0;1 6 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 74 78 81 84 87 90 92 96 99 102 105 108 110 112 115 120 123 126
208;2;2 5 9 12 15 18 20 24 27 30 33 36 37 40 44 46 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
209;0;1 4 8 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
210;1;2 4 9 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 115 120 123 126
211;0;3 6 9 12 15 18 20 24 27 30 33 36 37 41 44 46 51 54 57 60 63 66 69 72 74 76 79 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
212;0;2 6 9 12 15 18 20 22 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 94 97 102 105 108 111 114 117 120 123 126
213;1;1 6 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 56 59 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
214;0;3 6 9 12 15 18 21 24 27 30 33 36 37 40 44 47 49 54 56 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
215;0;3 6 9 12 15 18 20 24 27 30 33 36 37 41 43 46 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 98 102 105 108 111 114 117 120 123 126
216;0;2 4 7 12 15 18 21 24 27 30 33 36 37 41 44 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
217;1;3 6 9 12 15 18 19 24 27 30 33 36 37 40 44 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 113 117 120 123 126
218;2;1 5 7 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 56 58 62 64 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
219;0;2 6 9 12 15 18 20 22 27 30 33 36 37 41 43 46 50 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
220;0;3 6 9 12 15 18 20 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 76 79 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
221;0;3 6 9 12 15 18 20 23 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 109 112 117 120 123 126
222;1;3 6 9 12 15 18 20 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 97 100 105 108 109 114 117 120 123 126
223;0;1 5 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 116 119 121 126
224;0;1 5 7 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 55 59 61 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
225;1;1 6 9 12 15 18 21 24 27 30 33 36 38 41 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 94 98 102 105 108 110 114 117 120 123 126
226;0;1 4 8 10 14 17 21 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
227;0;1 5 7 12 15 18 20 24 27 30 33 36 38 40 43 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
228;0;2 4 9 12 15 18 19 22 27 30 33 36 38 41 43 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
229;2;1 4 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 74 77 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
230;1;1 6 9 12 15 18 19 24 27 30 33 36 38 40 44 47 49 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
231;0;3 6 9 12 15 18 20 22 26 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 112 117 120 123 126
232;0;1 5 9 12 15 18 19 22 27 30 33 36 39 42 45 48 51 54 56 59 61 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
233;0;3 6 9 12 15 18 21 24 27 30 33 36 37 40 44 47 51 54 57 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 110 112 116 120 123 126
234;1;1 6 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 92 95 97 100 105 108 111 114 117 120 123 126
235;0;1 4 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 99 102 105 108 110 112 116 120 123 126
236;0;1 5 7 11 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 115 120 123 126
237;1;3 6 9 12 15 18 19 23 25 29 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 112 117 120 123 126
238;0;1 5 8 12 15 18 19 22 27 30 33 36 38 40 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
239;2;3 6 9 12 15 18 20 23 27 30 33 36 37 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 95 97 102 105 108 109 114 117 120 123 126
240;0;2 5 7 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 97 102 105 108 111 114 117 120 123 126
241;0;3 6 9 12 15 18 19 23 26 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 97 101 105 108 111 114 117 120 123 126
242;1;1 6 9 12 15 18 20 24 27 30 33 36 37 40 44 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
243;0;1 5 7 11 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 116 120 123 126
244;0;2 6 9 12 15 18 21 24 27 30 33 36 38 41 45 48 51 54 55 58 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 109 114 117 120 123 126
245;0;1 5 9 12 15 18 19 22 27 30 33 36 38 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
246;1;3 6 9 12 15 18 20 23 25 30 33 36 37 41 44 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
247;0;3 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 94 97 101 103 107 111 114 117 120 123 126
248;0;1 6 9 12 15 18 20 22 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
249;1;3 6 9 12 15 18 21 24 27 30 33 36 37 40 44 47 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 112 116 120 123 126
250;2;3 6 9 12 15 18 19 22 26 28 33 36 38 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
251;0;1 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 110 112 116 120 123 126
252;0;2 4 7 11 14 18 21 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
253;0;3 6 9 12 15 18 20 22 25 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 97 102 105 108 111 114 117 120 123 126
254;1;3 6 9 12 15 18 20 23 25 30 33 36 37 41 44 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
255;0;3 6 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 74 76 79 83 86 90 93 96 99 102 105 108 111 114 117 120 123 126
256;0;1 4 9 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 110 113 117 120 123 126
257;0;3 6 9 12 15 18 20 23 26 28 33 36 37 42 45 48 51 54 56 60 63 66 69 72 73 76 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
258;1;1 4 9 12 15 18 21 24 27 30 33 36 37 41 43 47 50 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
259;0;2 5 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 109 112 117 120 123 126
260;2;1 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 116 118 122 124
261;0;3 6 9 12 15 18 20 23 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 97 100 105 108 110 114 117 120 123 126
262;1;1 4 8 10 15 18 20 24 27 30 33 36 39 42 45 48 51 54 56 58 62 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
263;0;3 6 9 12 15 18 20 22 26 29 33 36 37 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
264;0;2 6 9 12 15 18 21 24 27 30 33 36 37 40 44 46 51 54 57 60 63 66 69 72 74 76 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
265;0;3 6 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 56 58 61 64 68 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
266;1;1 4 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 56 60 63 66 69 72 74 77 79 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
267;0;3 6 9 12 15 18 19 24 27 30 33 36 38 41 43 47 51 54 57 60 63 66 69 72 74 76 79 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
268;0;3 6 9 12 15 18 19 22 26 30 33 36 39 42 45 48 51 54 56 59 61 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 117 120 123 126
269;0;3 6 9 12 15 18 19 24 27 30 33 36 37 41 45 48 51 54 56 60 63 66 69 72 73 78 81 84 87 90 92 94 99 102 105 108 110 114 117 120 123 126
270;1;1 4 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 56 59 61 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
271;2;2 4 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 116 118 123 126
272;0;2 4 9 12 15 18 20 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 109 114 117 120 123 126
273;0;2 4 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 109 113 117 120 123 126
274;1;1 6 9 12 15 18 19 24 27 30 33 36 38 41 44 46 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
275;0;3 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 97 102 105 108 110 112 116 119 123 126
276;0;2 6 9 12 15 18 19 24 27 30 33 36 38 41 44 46 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 111 114 117 120 123 126
277;0;2 4 9 12 15 18 20 22 27 30 33 36 37 41 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
278;1;2 4 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 112 117 120 123 126
279;0;2 5 9 12 15 18 21 24 27 30 33 36 37 40 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 111 114 117 120 123 126
280;0;2 5 9 12 15 18 19 22 26 28 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 114 117 120 123 126
281;2;2 4 9 12 15 18 20 22 26 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
282;0;3 6 9 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 56 59 61 65 69 72 74 76 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
283;1;3 6 9 12 15 18 19 22 26 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
284;0;3 6 9 12 15 18 19 23 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 77 79 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
285;0;3 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 98 100 104 107 109 114 117 120 123 126
286;1;3 6 9 12 15 18 19 23 25 29 32 36 37 42 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
287;0;2 5 9 12 15 18 21 24 27 30 33 36 37 41 43 48 51 54 57 60 63 66 69 72 74 76 79 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
288;0;3 6 9 12 15 18 20 23 27 30 33 36 38 40 44 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 112 117 120 123 126
289;0;2 6 9 12 15 18 19 22 27 30 33 36 38 41 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 112 117 120 123 126
290;1;1 4 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 73 78 81 84 87 90 92 95 99 102 105 108 110 114 117 120 123 126
291;0;2 6 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 92 94 98 100 105 108 111 114 117 120 123 126
292;2;3 6 9 12 15 18 19 23 25 28 32 34 39 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
293;0;2 6 9 12 15 18 19 22 25 29 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 77 79 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
294;0;3 6 9 12 15 18 20 23 26 28 32 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 111 114 117 120 123 126
295;1;1 5 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 97 102 105 108 109 114 117 120 123 126
296;0;2 5 9 12 15 18 19 24 27 30 33 36 38 40 45 48 51 54 55 60 63 66 69 72 73 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
297;0;3 6 9 12 15 18 21 24 27 30 33 36 38 40 44 47 49 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
298;1;1 5 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 110 112 115 120 123 126
299;0;3 6 9 12 15 18 19 22 27 30 33 36 37 41 43 47 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
300;0;1 6 9 12 15 18 20 22 27 30 33 36 38 41 45 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
301;0;1 4 8 12 15 18 21 24 27 30 33 36 37 40 44 47 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
302;2;1 4 7 11 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 77 80 82 87 90 93 96 99 102 105 108 111 114 117 120 123 126
303;1;1 4 8 12 15 18 20 23 25 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
304;0;2 4 8 11 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 97 102 105 108 111 114 117 120 123 126
305;0;1 5 7 10 15 18 20 22 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
306;0;1 6 9 12 15 18 19 22 26 30 33 36 39 42 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
307;1;1 4 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 55 59 62 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
308;0;3 6 9 12 15 18 19 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 110 112 116 120 123 126
309;0;3 6 9 12 15 18 20 23 25 28 33 36 37 41 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
310;1;1 4 8 10 15 18 19 23 27 30 33 36 38 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
311;0;1 5 8 10 15 18 20 22 25 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
312;0;1 5 8 10 13 18 20 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
313;2;3 6 9 12 15 18 20 24 27 30 33 36 37 40 44 47 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
314;0;1 6 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 92 95 99 102 105 108 109 113 117 120 123 126
315;1;1 5 9 12 15 18 20 23 27 30 33 36 37 41 43 48 51 54 57 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
